id,slot_no.,day,Booked_slots,Total_slots,day_encoded,traffic,traffic_category
4449243919,5,Saturday,7,10,2,0.7,Moderate Traffic
4449243919,6,Saturday,7,10,2,0.7,Moderate Traffic
4449243919,7,Saturday,10,10,2,1.0,High Traffic
4449243919,8,Saturday,8,10,2,0.8,Moderate Traffic
4449243919,9,Saturday,7,10,2,0.7,Moderate Traffic
4449243919,10,Saturday,4,10,2,0.4,Less Traffic
4449243919,11,Saturday,2,10,2,0.2,Less Traffic
4449243919,12,Saturday,10,10,2,1.0,High Traffic
4449243919,1,Sunday,10,10,3,1.0,High Traffic
4449243919,2,Sunday,4,10,3,0.4,Less Traffic
4449243919,3,Sunday,6,10,3,0.6,Moderate Traffic
4449243919,4,Sunday,5,10,3,0.5,Less Traffic
4449243919,5,Sunday,3,10,3,0.3,Less Traffic
4449243919,6,Sunday,3,10,3,0.3,Less Traffic
4449243919,7,Sunday,6,10,3,0.6,Moderate Traffic
4449243919,8,Sunday,2,10,3,0.2,Less Traffic
4449243919,9,Sunday,6,10,3,0.6,Moderate Traffic
4449243919,10,Sunday,9,10,3,0.9,High Traffic
4449243919,11,Sunday,6,10,3,0.6,Moderate Traffic
4449243919,12,Sunday,8,10,3,0.8,Moderate Traffic
5061326849,1,Monday,9,10,1,0.9,High Traffic
5061326849,2,Monday,7,10,1,0.7,Moderate Traffic
5061326849,3,Monday,9,10,1,0.9,High Traffic
5061326849,4,Monday,7,10,1,0.7,Moderate Traffic
5061326849,5,Monday,2,10,1,0.2,Less Traffic
5061326849,6,Monday,4,10,1,0.4,Less Traffic
5061326849,7,Monday,7,10,1,0.7,Moderate Traffic
5061326849,8,Monday,10,10,1,1.0,High Traffic
5061326849,9,Monday,6,10,1,0.6,Moderate Traffic
5061326849,10,Monday,6,10,1,0.6,Moderate Traffic
5061326849,11,Monday,2,10,1,0.2,Less Traffic
5061326849,12,Monday,2,10,1,0.2,Less Traffic
5061326849,1,Tuesday,4,10,5,0.4,Less Traffic
5061326849,2,Tuesday,6,10,5,0.6,Moderate Traffic
5061326849,3,Tuesday,6,10,5,0.6,Moderate Traffic
5061326849,4,Tuesday,4,10,5,0.4,Less Traffic
5061326849,5,Tuesday,10,10,5,1.0,High Traffic
5061326849,6,Tuesday,3,10,5,0.3,Less Traffic
5061326849,7,Tuesday,6,10,5,0.6,Moderate Traffic
5061326849,8,Tuesday,2,10,5,0.2,Less Traffic
5061326849,9,Tuesday,5,10,5,0.5,Less Traffic
5061326849,10,Tuesday,4,10,5,0.4,Less Traffic
5061326849,11,Tuesday,7,10,5,0.7,Moderate Traffic
5061326849,12,Tuesday,3,10,5,0.3,Less Traffic
5061326849,1,Wednesday,1,10,6,0.1,Less Traffic
5061326849,2,Wednesday,3,10,6,0.3,Less Traffic
5061326849,3,Wednesday,3,10,6,0.3,Less Traffic
5061326849,4,Wednesday,8,10,6,0.8,Moderate Traffic
5061326849,5,Wednesday,6,10,6,0.6,Moderate Traffic
5061326849,6,Wednesday,10,10,6,1.0,High Traffic
5061326849,7,Wednesday,5,10,6,0.5,Less Traffic
5061326849,8,Wednesday,10,10,6,1.0,High Traffic
5061326849,9,Wednesday,4,10,6,0.4,Less Traffic
5061326849,10,Wednesday,10,10,6,1.0,High Traffic
5061326849,11,Wednesday,6,10,6,0.6,Moderate Traffic
5061326849,12,Wednesday,8,10,6,0.8,Moderate Traffic
5061326849,1,Thursday,8,10,4,0.8,Moderate Traffic
5061326849,2,Thursday,6,10,4,0.6,Moderate Traffic
5061326849,3,Thursday,3,10,4,0.3,Less Traffic
5061326849,4,Thursday,7,10,4,0.7,Moderate Traffic
5061326849,5,Thursday,10,10,4,1.0,High Traffic
5061326849,6,Thursday,3,10,4,0.3,Less Traffic
5061326849,7,Thursday,10,10,4,1.0,High Traffic
5061326849,8,Thursday,9,10,4,0.9,High Traffic
5061326849,9,Thursday,1,10,4,0.1,Less Traffic
5061326849,10,Thursday,5,10,4,0.5,Less Traffic
5061326849,11,Thursday,5,10,4,0.5,Less Traffic
5061326849,12,Thursday,1,10,4,0.1,Less Traffic
5061326849,1,Friday,7,10,0,0.7,Moderate Traffic
5061326849,2,Friday,9,10,0,0.9,High Traffic
5061326849,3,Friday,1,10,0,0.1,Less Traffic
5061326849,4,Friday,9,10,0,0.9,High Traffic
5061326849,5,Friday,8,10,0,0.8,Moderate Traffic
5061326849,6,Friday,9,10,0,0.9,High Traffic
5061326849,7,Friday,10,10,0,1.0,High Traffic
5061326849,8,Friday,5,10,0,0.5,Less Traffic
5061326849,9,Friday,4,10,0,0.4,Less Traffic
5061326849,10,Friday,8,10,0,0.8,Moderate Traffic
5061326849,11,Friday,4,10,0,0.4,Less Traffic
5061326849,12,Friday,7,10,0,0.7,Moderate Traffic
5061326849,1,Saturday,5,10,2,0.5,Less Traffic
5061326849,2,Saturday,7,10,2,0.7,Moderate Traffic
5061326849,3,Saturday,10,10,2,1.0,High Traffic
5061326849,4,Saturday,6,10,2,0.6,Moderate Traffic
5061326849,5,Saturday,8,10,2,0.8,Moderate Traffic
5061326849,6,Saturday,9,10,2,0.9,High Traffic
5061326849,7,Saturday,1,10,2,0.1,Less Traffic
5061326849,8,Saturday,9,10,2,0.9,High Traffic
5061326849,9,Saturday,4,10,2,0.4,Less Traffic
5061326849,10,Saturday,1,10,2,0.1,Less Traffic
5061326849,11,Saturday,1,10,2,0.1,Less Traffic
5061326849,12,Saturday,5,10,2,0.5,Less Traffic
5061326849,1,Sunday,2,10,3,0.2,Less Traffic
5061326849,2,Sunday,6,10,3,0.6,Moderate Traffic
5061326849,3,Sunday,9,10,3,0.9,High Traffic
5061326849,4,Sunday,6,10,3,0.6,Moderate Traffic
5061326849,5,Sunday,8,10,3,0.8,Moderate Traffic
5061326849,6,Sunday,9,10,3,0.9,High Traffic
5061326849,7,Sunday,7,10,3,0.7,Moderate Traffic
5061326849,8,Sunday,9,10,3,0.9,High Traffic
5061326849,9,Sunday,7,10,3,0.7,Moderate Traffic
5061326849,10,Sunday,2,10,3,0.2,Less Traffic
5061326849,11,Sunday,4,10,3,0.4,Less Traffic
5061326849,12,Sunday,7,10,3,0.7,Moderate Traffic
1234567890,5,Monday,1,10,1,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Thursday,1,10,4,,
1234567890,5,Thursday,1,10,4,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,6,Monday,1,10,1,,
1234567890,6,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Monday,1,10,1,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Saturday,1,10,2,,
1234567890,5,Saturday,1,10,2,,
1234567890,5,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,5,Sunday,1,10,3,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,5,Sunday,1,10,3,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
1234567890,4,Saturday,1,10,2,,
